Lon,Lat
128.90322580645164,77.8064516129032
140.5161290322581,76.06451612903226
155.03225806451616,76.06451612903226
90.0,75.48387096774192
154.45161290322585,74.32258064516128
83.61290322580646,74.32258064516128
75.48387096774195,74.32258064516128
70.83870967741939,74.32258064516128
171.8709677419355,72.5806451612903
168.3870967741936,72.5806451612903
30.77419354838713,72.0
180.0,72.0
68.5161290322581,72.0
33.67741935483872,72.0
178.25806451612908,72.0
20.903225806451644,71.41935483870967
39.48387096774195,71.41935483870967
62.70967741935488,70.25806451612902
70.25806451612908,70.25806451612902
43.548387096774206,69.67741935483869
50.51612903225811,69.09677419354838
56.32258064516134,69.09677419354838
13.935483870967772,67.93548387096774
12.193548387096795,66.7741935483871
6.9677419354839,66.19354838709677
178.25806451612908,65.61290322580643
175.93548387096774,63.87096774193549
157.35483870967744,62.70967741935485
159.67741935483872,62.70967741935485
5.806451612903231,62.70967741935485
170.12903225806457,62.12903225806451
149.22580645161293,60.96774193548387
161.4193548387097,60.96774193548387
144.0,59.80645161290323
8.709677419354847,59.2258064516129
5.806451612903231,59.2258064516129
11.032258064516157,58.64516129032259
156.19354838709685,58.64516129032259
138.77419354838713,58.064516129032256
162.00000000000006,56.903225806451616
141.67741935483872,55.741935483870975
11.032258064516157,55.741935483870975
8.709677419354847,55.16129032258064
160.25806451612908,52.83870967741936
156.19354838709685,52.83870967741936
1.741935483870975,52.83870967741936
143.4193548387097,51.096774193548384
-1.7419354838709469,51.096774193548384
140.5161290322581,49.35483870967741
-2.322580645161281,48.7741935483871
137.03225806451616,47.03225806451613
-0.5806451612903061,46.451612903225794
139.93548387096774,46.451612903225794
-5.225806451612897,45.87096774193549
-8.129032258064512,45.87096774193549
144.0,44.70967741935485
132.9677419354839,44.70967741935485
-9.290322580645151,42.38709677419354
144.0,41.80645161290323
123.0967741935484,41.80645161290323
4.645161290322591,41.80645161290323
8.12903225806454,41.80645161290323
0.5806451612903345,40.64516129032259
138.19354838709685,40.064516129032256
125.4193548387097,40.064516129032256
131.80645161290323,39.48387096774195
16.838709677419388,39.48387096774195
-9.290322580645151,39.48387096774195
128.90322580645164,38.903225806451616
134.12903225806457,38.903225806451616
142.25806451612908,38.903225806451616
19.74193548387097,38.903225806451616
131.22580645161293,38.32258064516128
128.32258064516134,38.32258064516128
120.19354838709684,38.32258064516128
13.935483870967772,38.32258064516128
-2.9032258064515872,37.741935483870975
23.225806451612925,37.741935483870975
-8.709677419354819,37.16129032258064
-7.548387096774178,36.580645161290334
29.612903225806463,36.580645161290334
-5.225806451612897,36.0
135.8709677419355,35.419354838709694
127.74193548387098,34.83870967741936
120.77419354838712,34.83870967741936
32.51612903225811,34.83870967741936
131.22580645161293,34.258064516129025
121.35483870967744,31.935483870967744
31.935483870967744,30.19354838709677
51.09677419354841,29.032258064516128
117.87096774193547,29.032258064516128
52.83870967741939,27.29032258064518
113.80645161290325,26.129032258064512
34.258064516129025,26.129032258064512
54.0,24.967741935483872
111.48387096774196,24.38709677419357
58.64516129032262,23.80645161290323
109.16129032258068,22.64516129032259
37.741935483870975,22.064516129032256
65.03225806451616,22.064516129032256
58.064516129032256,20.903225806451616
88.25806451612908,20.32258064516131
92.90322580645164,19.16129032258064
106.8387096774194,18.58064516129033
71.4193548387097,18.58064516129033
40.064516129032256,18.0
54.0,16.83870967741936
95.80645161290325,16.258064516129053
108.0,15.67741935483872
42.3870967741936,15.67741935483872
50.51612903225811,15.67741935483872
95.80645161290325,15.096774193548384
107.4193548387097,14.516129032258078
101.61290322580646,13.935483870967744
102.19354838709684,13.935483870967744
45.87096774193549,13.935483870967744
72.58064516129036,13.354838709677438
81.87096774193549,11.612903225806464
74.32258064516134,9.870967741935488
80.12903225806451,9.870967741935488
98.70967741935488,9.29032258064518
101.61290322580646,8.12903225806454
103.35483870967744,7.548387096774206
102.19354838709684,6.967741935483872
